title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
small one bedroom for rent,"awesome small one bedroom apartment on special for immediate move in. located on eldert st between evergreen and bushwick ave near the j,z,l,c trains. apartment features include: *central a/c *kitchen with stainless steel appliances (kitchen has a cooktop and convection oven, no stove) *hardwood floors throughout the apartment *windows in all rooms pet friendly building. (one pet only). please text me and i'll get back to you.",1995,off bushwick ave,https://newyork.craigslist.org/brk/apa/d/brooklyn-small-one-bedroom-for-rent/7702195978.html,1,1.0,['2023-12-29 05:51'],40.686652,-73.91314,1,1,POINT (-73.91314 40.686652),Brooklyn,430.0
house for sale or rent,"house for rent or sale 2 bedroom 1.5 bathroom recently redone close to everything nice neighborhood $2,800 rent only garages not included in rental. one year lease, must have references and verify income available february 1 sale includes house plus extra large heated garages on 9.ac and building pad for additional 2 car or more and commercial lot on route 52 with sewer hook up. one of a kind property call for more details and price . will pay sales fee to realter that brings buyer please contact by calling only thank you i posted my number 9144823336 bernie",2800,carmel ny,https://newyork.craigslist.org/wch/apa/d/carmel-house-for-sale-or-rent/7702195688.html,2,,['2023-12-29 05:47'],41.448419,-73.676017,1,0,POINT (-73.676017 41.448419),,564.0
2 bedroom apartment immediate availability,"available immediately large, modern 2 bedroom apartment in vibrant neighborhood. close to staten island ferry, courts, municipal buildings as well as shopping, eateries and public transportation. large floor to ceiling windows as well as terrace with 3rd floor view. washer and dryer in apartment. plenty of closet space. credit check, employment verification, and references required. first months rent and one months security to move in. no broker or realtor fee. please call 718 966 4374 for any questions or appointment. leave message and your call will be returned promptly.",2600,st. george staten island,https://newyork.craigslist.org/stn/apa/d/staten-island-bedroom-apartment/7702189504.html,2,1.0,['2023-12-29 04:04'],40.6316,-74.0927,0,0,POINT (-74.0927 40.6316),Staten Island,579.0
"great apt! classic elev sunny w/lrg lvg rm/bdrms,  chef kit & new bath","great apt! classic elev sunny w/lrg lvg rm/bdrms,  chef kit & new bath located west 100's off broadway in the upper west side near columbia university in morningside heights. this apartment is newly renovated convertible three bedroom or convertible four bedroom apartment that has large living room, king/queen bedrooms, full separate gourment kitchen w/ dishwasher & microwave, new full bathroom, wood floors, great details, ample closet space, and high ceiling. there are super in the building. it is only 5 to 10 minute walk to the university. within the area is st. john's the divine, columbia university, barnard college, manhattan school of music, central park, riverside park, fine restaurants, cafes, outside eatries, trendy bars, and specialty stores. transportation is very good with subway line on 103rd st. and 110th st. stations (1/b/c) on broadway/central park west and bus stations (m104/4/5//7/11/60/10). please call for further information. contact walker (646) 872-1234 other apartments currently available in: battery park city, chelsea, financial district, west greenwich village,gramercy park, greenwich village, kips bay, lower east side, midtown east, midtown west, clinton, hell's kitchen, east greenwich village, murray hill, soho, sutton place, carnegie hill,tribeca, turtle bay and upper east side",4500,upper west side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-apt-classic-elev-sunny/7702186271.html,3,1.0,['2023-12-29 02:59'],40.800437,-73.965711,1,0,POINT (-73.965711 40.800437),Manhattan,1325.0
great apt! columbia! classic elev sunny w/ lrg lvg rm/bdrms & laundry,"newly renovated! columbia! classic elev w/ lrg lvg rm/bdrms & laundry located west 110's off broadway in the upper west side near columbia university in morningside heights. this apartment is newly renovated one bedroom apartment that has living room, queen bedroom, full gourmet kitchen, new full bathroom, wood floors, great details, ample closet space, and high ceiling. there are laundry and super in the building. it is only 5 to 10 minute walk to the university. within the area is st. john's the divine, columbia university, barnard college, manhattan school of music, central park, riverside park, fine restaurants, cafes, outside eatries, trendy bars, and specialty stores. transportation is very good with subway line on 110th st. and 116th st. stations (1/b/c) on broadway/central park west and bus stations (m104/4/5//7/11/60/10). please call for further information. contact walker (646) 872-1234 other apartments currently available in: battery park city, chelsea, financial district, west greenwich village,gramercy park, greenwich village, kips bay, lower east side, midtown east, midtown west, clinton, hell's kitchen, east greenwich village, murray hill, soho, sutton place, carnegie hill,tribeca, turtle bay and upper east side",3000,upper west side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-apt-columbia-classic/7702185828.html,1,1.0,['2023-12-29 02:52'],40.7975,-73.9683,1,1,POINT (-73.9683 40.7975),Manhattan,1246.0
great deal! columbia! classic elev sunny w/ lrg lvg rm/bdrms & laundry,"great deal! columbia! classic elev sunny w/ lrg lvg rm/bdrms & laundry located west 110's off broadway in the upper west side near columbia university in morningside heights. this apartment is newly renovated large three bedroom or convertible four bedroom apartment that has living room, king/queen bedrooms, full separate gourmet kitchen w/ dishwasher & microwave, new full bathroom, wood floors, great details, ample closet space, and high ceiling. there are laundry and super in the building. it is only 5 to 10 minute walk to the university. within the area is st. john's the divine, columbia university, barnard college, manhattan school of music, central park, riverside park, fine restaurants, cafes, outside eatries, trendy bars, and specialty stores. transportation is very good with subway line on 110th st. and 116th st. stations (1/b/c) on broadway/central park west and bus stations (m104/4/5//7/11/60/10). please call for further information. contact walker (646) 872-1234 other apartments currently available in: battery park city, chelsea, financial district, west greenwich village,gramercy park, greenwich village, kips bay, lower east side, midtown east, midtown west, clinton, hell's kitchen, east greenwich village, murray hill, soho, sutton place, carnegie hill,tribeca, turtle bay and upper east side",4400,upper west side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-deal-columbia-classic/7702185547.html,4,1.0,['2023-12-29 02:47'],40.7975,-73.9683,1,1,POINT (-73.9683 40.7975),Manhattan,1324.0
"water front! prime williamsburg 58 greenpoint ~ just 3,700","prime williamsburg! just 1 block from the water front! beautiful new building, huge 1 bedroom apartment with nice size living room, high end finishing’s updated kitchen stainless steel appliances dishwasher, laundry in the building, roof access unbelievable view manhattan skyline and the water close by. water and skyline view from master bedroom!! you surrounded with many bars restaurant’s café shop, conveniently located close subways the g and l and various bus lines. amenities: high ceilings large windows with tons of natural sunlight hardwood floor central a/c laundry in the building roof access with beautiful view to city skyline and water front pet friendly, guarantors accepted! reach out for a showing to secure the apartment for you",3700,williamsburg ~ brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-water-front-prime-williamsburg/7702184463.html,1,1.0,['2023-12-29 02:26'],40.729772,-73.958722,0,0,POINT (-73.958722 40.729772),Brooklyn,748.0
"1st floor,good condition,wood floors*hablo español",1st floor good condition large rooms wood floors renovated kitchen/dining area 3 bedrooms 1 bathroom location : parsons blvd….20th avenue call real estate agent 1-646-208-7870 *si habla español llameme y le explico los detalles,2600,whitestone—college point,https://newyork.craigslist.org/que/apa/d/whitestone-1st-floorgood-conditionwood/7702181419.html,3,1.0,['2023-12-29 01:39'],40.7851,-73.8096,1,0,POINT (-73.8096 40.7851),Queens,227.0
"large studio,furn/unfurnished,wifi/utilities inc*hablo español","large studio private entrance very good condition heat/water/electricity and internet included furnished or unfurnished near northern blvd,shops and buses call real estate agent 1-646-208-7870 *si habla español llameme y le explico los detalles",1900,great neck,https://newyork.craigslist.org/lgi/apa/d/great-neck-large-studiofurn/7702181186.html,1,1.0,['2023-12-29 01:36'],40.7867,-73.727,0,0,POINT (-73.727 40.7867),,244.0
"large studio,furn/unfurnished,utilities/wifi included,*hablo español","large studio private entrance excellent condition furnished or unfurnished (bed,tv,table) all utilities and internet included available immediately location :near northern blvd.,shops and buses call real estate agent 1-646-208-7870 *si habla español llameme y le explico los detalles",1900,great neck,https://newyork.craigslist.org/que/apa/d/great-neck-large-studiofurn/7702181145.html,1,1.0,['2023-12-29 01:36'],40.7867,-73.727,0,0,POINT (-73.727 40.7867),,283.0
furnished east harlem studio for rent,"charming furnished studio for rent close to public transportation, restaurants and nightlife. this apartment comes fully furnished. 1 months rent and 1 months security due at signing. contact me by text at 1 (201) 897-1057 available for a jan 15th move in day.",1800,east harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-furnished-east-harlem-studio/7702174557.html,0,1.0,['2023-12-29 00:25'],40.8011,-73.9371,0,0,POINT (-73.9371 40.8011),Manhattan,260.0
"full floor high ceilings, washer & dryer, storage closet,2 dec. fi","full floor high ceilings, washer & dryer, storage closet,2 dec. fireplace property type: townhouse bedrooms: 2.5 (high ceilings) bathrooms: 1.0 approx. size: 1,600 sq. ft. floor: 2 pets: no pets building amenities brownstone subway new construction laundry bicycle room storage apartment amenities dining room dishwasher washer hardwood high ceilings renovated marble bath light walk in closet laundry in unit stainless steel appliances full floor town home high ceilings with new appliances, 5.5 rooms, storage closet, washer & dryer on a tree lined block. prime park slope off of seventh avenue full floor with stainless steel, minutes to subway, restaurants, cafes, bars market and much more. tree line block apartment features high ceilings eat-in kitchen windowed kitchen dishwasher floor thru high ceilings over sized windows washer & dryer storage closet 2 decorative fire place tile kitchen new windows wood floors original shutters industrial size washer & dryer sorry no pets delroy bodley to view, call or text delroy bodley at 917-731-0198",4500,park slope,https://newyork.craigslist.org/brk/apa/d/brooklyn-full-floor-high-ceilings/7702169952.html,2,1.0,['2023-12-28 23:45'],40.6687,-73.98238,0,0,POINT (-73.98238 40.6687),Brooklyn,1051.0
6-month lease studio,"no fee – located on a beautiful tree-lined street in a historical landmark district. two blocks from a/b/c trains and 3 blocks from 2/3 trains. close to columbia university and city college. luxury townhouse studio with huge windows facing beautiful historic tree-lined street. this classic turn-of-the-century townhouse has been completely renovated! your spacious sunny 4th-floor home features vaulted ceilings, a wonderful decorative fireplace, real oak hardwood floors, and a designer kitchen. the floor plan flows perfectly with plenty of closet space and a washer/dryer in the hallway on the same floor. the designer kitchen includes solid wood cabinets, stainless steel appliances, and modern stone countertops with marble backsplash that are breathtaking! your beautiful bathroom is luxuriously bright with a large skylight. the convenience of your very own whisper-quiet dishwasher is a major plus. whisper-quiet central heat and air conditioning so you can control your own temperature. *pets upon approval. residence features ● washer and dryer just outside door ● huge wood frame windows with beautiful street views ● central heat and air conditioning ● designer kitchen with stainless appliances ● bright bathroom with skylight ● large microwave for heating and cooking ● plenty of closet space ● luxury rain shower + handheld shower system ● 13 foot high vaulted ceilings! ● modern recessed lights ● strip oak flooring ● decorative fireplace ● video intercom ● convenient to a/b/c/d, and 2/3/4/5 trains in addition to m10 bus right on the corner ● close to columbia university and city college move-in cost: 1-month rent, 1-month security, no broker fee this home truly is a must-see. so, schedule an appointment today!",2100,harlem / morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-month-lease-studio/7702167251.html,0,1.0,['2023-12-28 23:22'],40.817678,-73.945308,0,0,POINT (-73.945308 40.817678),Manhattan,1733.0
"3-12 month fully furnished brownstone*dishwasher, washer & dryer*g","3-12 month fully furnished brownstone*dishwasher, washer & dryer*great natural light*top floor unit property type: townhouse bedrooms: 3.0 (fully furnished) bathrooms: 1.0 pets: no pets building amenities brownstone subway new construction laundry wifi common outdoor space receiving room apartment amenities outdoor space furnished dishwasher washer hardwood high ceilings renovated marble bath granite kitchen light eat in kitchen laundry in unit stainless steel appliances just bring your clothes and tooth brush! top floor fully furnished brownstone 3 bedroom available for 3-12 months. unit features: fully furnished kitchen: tile floor, dishwasher, washer and dryer, stainless steel appliances, breakfast table, alkaline water system, coffee machine, stove, fridge, microwave, kitchen appliances etc.. largest bedroom: queen size bed, 2 night stands, chair, small table, 2 lamps, closet, dresser small wall mounted tv, ac wall mounted. livingroom: 3 seater sofa, small round dining table, 1 lamp, small wall mounted tv, coffee table, plant and plant stand. secondary bedroom: queen size bed, 2 night stands, 25 inch mounted tv, computer desk and chair, 2 lamp, 2 plants, a rug etc.. small room separate entrance: full size bed, 1 night stand, rug, plant stand with plant, wall mounted ac. unit features 7 windows 4 closets wood floors fully furnished state of the art ceiling light natural light gas, heat, hot water and wifi included transportation multiple bus the closest trains are the a at utica, c at ralph ave, 3,4 utica stop is also in range. this price is for a 12 month lease, the shorter the lease the more the monthly charges. delroy bodley to view, call or text delroy bodley at 917-731-0198",2950,weeksville,https://newyork.craigslist.org/brk/apa/d/brooklyn-12-month-fully-furnished/7702166335.html,3,1.0,['2023-12-28 23:15'],40.674423,-73.92301,0,0,POINT (-73.92301 40.674423),Brooklyn,1710.0
"beautiful 1br off washington sq park, eat-in kitchen, video","super charming apartment prime central location just steps from beautiful washington square park and multiple subway lines separate eat in kitchen just two flights up pets welcome text pam at 516.262.3693 to schedule a viewing virtually or in person video of apartment here: https://youtu.be/huc5q27hr7a?feature=shared hi everyone, we have a very nicely priced one bedroom in prime central greenwich village, available immediately or early january. lovely windowed living room comfortably fits a couch, coffee table and television and kitchen easily fits a table and chairs. bedroom is super quiet and fits a full sized bed and bedroom furniture. totally charming and classic greenwich village apartment! this apartment is just steps to beautiful washington square park and multiple train lines including the path and is situated on an amazing street with tons of cafes, restaurants, comedy clubs and jazz clubs. great unit for anyone, including those new to nyc looking for an excellent, fun and central area, or for long time new yorkers looking for excellent value relative to location. live the dream in this endlessly convenient location among all the best restaurants, bars, theaters, comedy clubs and jazz clubs in the beautiful and popping west village! this is a residential nyc neighborhood with tons of supermarkets, drycleaners, hardware stores, take-out spots, 24 hr bodegas, etc. easy walking distance to soho, east village, lower east side, chelsea, union square, nolita, little italy, etc. small, friendly greenwich village landlord requires 1 month rent and 1 month security and out of town us based guarantors are accepted as needed. we are a long-time local realtor specializing in the areas we know and love best, happy to help our clients navigate competitive markets. the landlord requires that we ask prospective tenants a few questions before showing the unit, text 516.262.3693 for immediate response, otherwise if you need to email please add a us contact number. thank you! cheers, pam and nick 516.262.3696 we have multiple listings for 1, 2, 3, 4 and 5 bedrooms throughout the downtown manhattan area. call us today and we’ll be happy to assist in your search. also check out nick’s blog for the best of eating and drinking in the east village: http://www.eastvillageeverything.com",3300,greenwich village,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-1br-off-washington/7702151559.html,1,1.0,['2023-12-28 21:42'],40.7255,-73.9983,1,1,POINT (-73.9983 40.7255),Manhattan,2310.0
private backyard! renovated/perfect bushwick location!,"one of a kind with private backyard! pet friendly and no pet fee beautiful 2 br in a great bushwick location 2 queen size bedrooms, sunny, renovated kitchen, internal heat, beautiful hardwood floors, bathroom with a bathtub large private backyard! only one block to bushwick ave 2 blocks to broadway, near train, tons of shopping, bars restaurants, clubs and the best brooklyn vibe. contact soon for viewing!",2850,bushwick/brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-private-backyard-renovated/7702149918.html,2,1.0,['2023-12-28 21:33'],40.686789,-73.908892,0,0,POINT (-73.908892 40.686789),Brooklyn,408.0
alert⚠*new*listing*2bed/1bath/private*house*washer/dryer and backyard,"welcome to your new home🏠 in bensonhurst, brooklyn! this spacious 2 bedroom located on 1st floor of private house offers a generous living area, perfect for relaxing and entertaining. with modern amenities, including a new kitchen, bathroom, washer and dryer unit you'll have everything you need right at your fingertips. the convenient location puts you in close proximity to restaurants, shops, public (bus and d train) transportation, and p.s. 101 the verrazano school (10/10 excellent school), making it easy to explore all that bensonhurst has to offer. this private home offers private backyard. don't miss out on this fantastic opportunity to live in a beautiful apartment in a thriving neighborhood. br> 2 bedrooms🛌🏾 modern bathrooms🛁 living room🖼️ dining room brand new kitchen ♨️ laundry room in basement outdoor spaces first floor dishwasher, stove, fridge, microwave 💥 if you are interested in renting it please call or text at ☎️ (646)543-2515",2699,"bensonhurst, bath beach",https://newyork.craigslist.org/brk/apa/d/brooklyn-alertnewlisting2bed-1bath/7702140227.html,2,1.0,['2023-12-28 20:42'],40.6016,-73.9968,1,1,POINT (-73.9968 40.6016),Brooklyn,956.0
house+4bdrm1bath+livingrmdining+stainlessteel+sweet2goniceplaceprime!!,"house 2f stainless steel 1 bath full living rm eat in kitchen living rm new construction 4 bdrm queen and king size living rm huge living rm open kitchen dining rm lot of light beautiful renovated newly painted king and queen closet space in each 1200 sqft sunny bright trendy newly steps to r train windows in all room nice steps to markets and restaurants prime location close to the park close to highway cold water included heat hot water not included gas electric not included serious clients only have w2 2-3 recent paystubs state id credit call ask 5165268597 oakwood heights,oakwood,new dorp beach,lighthouse hill,midland beach,elbertville,new springville,bay terrace,great kills,south beachtodt hill,dongan hills,arrochar, bensonhurst,bath beach,dyker heights,bayridge,bay ridge,gravesend,midwoomurray hill,flushing,aburndale,college point,whitestone,bay terrace,little neck,fresh meadows,oakland gardens,kew gardens,glen oaks,bellerose manord,kings highway,coney island,brighton beach,sunset park,park slope,borough park,park slope south,green wood heights,flat bush,bedstuy,crown heights,south williamsburg,clinton hill, kensington,",3400,sunset park,https://newyork.craigslist.org/brk/apa/d/brooklyn/7702138879.html,4,1.0,['2023-12-28 20:36'],40.6412,-74.0133,0,0,POINT (-74.0133 40.6412),Brooklyn,1143.0
no fee!central park duplx 3bd/2balc*2 mons free*call bam 917.951.5062,"live in cps newly renovated 3bd/3bth duplex home in central park landmark property. each studio - 3bedroom - duplex homes are designed to capture plenty of natural light with central park views in there one-of-a-kind homes. steps to central park, columbus circle, carnie hall, time warner building and billionaire row. enjoy 5 star restaurants, quaint cafes, shopping, time warner center, carnie hall and lincoln center ===================================================================== limited time: * 1 month free on 12-24 month lease term * no broker fee * net effective rent advertised * price concession subject to change * all imagery is for illustrative purposes only. ------------------------------------------------------------------------------------------------------------------- homes features: * full size windows offering plenty of daylight * new hardwood floors throughout the home * fully renovated kitchen with white lacquer finishes, microwave, dishwasher * king-size bedrooms * ample closets * au-suite in master bedroom * renovated bathrooms with glass enclosed showers * lacquered colors fixtures * selected homes have wood burning fire place * private terrace * in-home laundry * heat/hot water included --------------------------------------------------------------------------------------------------- building amenities * 24hrs conceirge / valet service * state-of-the-art fitness center * furnished rooftop lounge with stunning park views * laundry facility * live in super * pet friendly --------------------------------------------------------------------------------------------------- transportation: train: a ; b ; c ; d ; 1 -  59th st. columbus circle train: n ; r - 57th st 7th ave bus: m57 - 57th st 8th ave  m11- 57th 9th ave.  m7 - 57th broadway =========================================================== when you're ready to move into one of central park newly renovated homes. please don't hesitate to reach out via call/text/email anytime to bambi at 917.951.5062 for assistance in finding your new home.",12000,upper west side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-feecentral-park-duplx-3bd/7702138166.html,3,3.0,['2023-12-28 20:32'],40.767645,-73.981634,1,1,POINT (-73.981634 40.767645),Manhattan,2048.0
fab chic mod private yard amazing apt in primo bushwick one of a kind!,"hello 1 month free $2567 net $2800 gross 1/2 month broker fee i have a fabulous and modern 2 bedroom apartment with private backyard off the jz and l trains. central ac and heat. large open living room and kitchen. queen sized rooms both sunny with closets. this apartment is quick to shopping, markets food etc close to nowadays and a bunch of cafes and eateries. 1 month broker fee pets okay please resend “evergreen yard”",2567,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-fab-chic-mod-private-yard/7702137718.html,2,1.0,['2023-12-28 20:30'],40.686845,-73.909439,1,1,POINT (-73.909439 40.686845),Brooklyn,424.0
house+4bdrm2bathfull+stainlessteel+livingrmkitchen+newoutdoorspace!!!,"house 2f balcony/deck stainless steel 2 bath full living rm eat in kitchen living rm new construction 4 bdrm queen and king size living rm huge living rm open kitchen dining rm lot of light beautiful renovated newly painted king and queen closet space in each 1200 sqft sunny bright trendy newly steps to d train windows in all room nice steps to markets and restaurants prime location close to the park close to highway parking $300 cold water included heat hot water not included gas electric not included serious clients only have w2 2-3 recent paystubs state id credit call ask 5165268597 oakwood heights,oakwood,new dorp beach,lighthouse hill,midland beach,elbertville,new springville,bay terrace,great kills,south beachtodt hill,dongan hills,arrochar, bensonhurst,bath beach,dyker heights,bayridge,bay ridge,gravesend,midwoomurray hill,flushing,aburndale,college point,whitestone,bay terrace,little neck,fresh meadows,oakland gardens,kew gardens,glen oaks,bellerose manord,kings highway,coney island,brighton beach,sunset park,park slope,borough park,park slope south,green wood heights,flat bush,bedstuy,crown heights,south williamsburg,clinton hill, kensington,",3200,dyker heights,https://newyork.craigslist.org/brk/apa/d/brooklyn/7702135211.html,4,2.0,['2023-12-28 20:18'],40.6174,-74.0121,0,0,POINT (-74.0121 40.6174),Brooklyn,1169.0
condo+1bdrm1bath+elevator+stainlessteel+dishwasher+laundryinunit!!swee,"condo elevator gym common area beautiful lobby living rm kitchen combo eat in kitchen stainless steel living rm 1bdrm king size 1bath open kitchen lot of light new renovated washer dryer dishwasher newly painted king and queen closet space in each room 800 sqft sunny bright trendy newly steps to d train windows in all room nice steps to markets and restaurants prime location close to the park close to highway eat in kitchen space cold water included heat hot water not  included gas not included electric not included serious clients only have w2 2-3 recent paystubs state id credit call ask 9174342958 oakwood heights,oakwood,new dorp beach,lighthouse hill,midland beach,elbertville,new springville,bay terrace,great kills,south beachtodt hill,dongan hills,arrochar, bensonhurst,bath beach,dyker heights,bayridge,bay ridge,gravesend,midwoomurray hill,flushing,aburndale,college point,whitestone,bay terrace,little neck,fresh meadows,oakland gardens,kew gardens,glen oaks,bellerose manord,kings highway,coney island,brighton beach,sunset park,park slope,borough park,park slope south,green wood heights,flat bush,bedstuy,crown heights,south williamsburg,clinton hill, kensington,",2595,dyker heights,https://newyork.craigslist.org/brk/apa/d/brooklyn/7702134504.html,1,1.0,['2023-12-28 20:16'],40.6336,-73.996,0,0,POINT (-73.996 40.6336),Brooklyn,1183.0
"""no fee"" newly renov columbus circle *2bd/flex'3*call bam 917.951.5062","""no fee"" luxury 2bd/bth/flex'3 in columbus circle most desirable full service luxury building, located a block from columbus circle. enjoy a full suite of community amenities including a lush outdoor patio, modern fitness center, package storage, a fully-equipped laundry facility, indoor parking, and more.... multiple subway/bus lines at your doorstep making traveling around the city a breeze with central park in your back yard!!! =========================================================== apartment features: * hardwood floors * double-pane city windows * great light * newly renovated kitchen caesar stone countertops * custom cabinetry * s.s appliances * dishwasher * microwave * king size bedroom w/ample closets * au-suite * dressing area * flex walls allowed (convertible to 3 bedroom) * southern exposure * central air conditioning * two full size marble bathroom ================================================= building amenities: * 24/7 conceirge / valet service * state- of-the - art fitness center * garden courtyard * modern laundry facility * next to central park * parking garage (third-party operator) * pets not permitted ================================================== nearby subway access: * train line: a ; c ; b ; d ;1 - 59th 8th ave * train:line: n ; l ; q ; r ; w - 57th st. broadway * train line: e ; f - 57th st. 6th ave * bus line: m57 ; m11 ; m7 ; m20 - 57th st ================================================== when you're ready to move into one of columbus circle's new luxury homes please feel free to call/text/email bambi 917.951.5062 anytime to schedule a tour and find your new home.",6500,midtown west,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-newly-renov-columbus/7702134340.html,3,2.0,['2023-12-28 20:15'],40.7651,-73.9858,0,0,POINT (-73.9858 40.7651),Manhattan,1627.0
beautiful sun-filled 1bd1bth apt full of character prime crown heights,"beautiful sun-filled 1 bed/1 bath apt full of character prime crown heights! hot unit will go quick!! no broker fee! steps from prospect park and the 2,3,4,5 trains. surrounded by shops! this charming junior 1 bedroom residence features: queen size bedroom with windows and closet space. exposed brick, great natural light. open concept kitchen/living room. central air. hardwood floors. quiet well maintained property! call, text or email to schedule a viewing today.",2499,crown heights,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-sun-filled-1bd1bth/7702133582.html,1,1.0,['2023-12-28 20:13'],40.671561,-73.948915,1,1,POINT (-73.948915 40.671561),Brooklyn,468.0
1bdrm apt $100 a night/450 weekly in greenwich village,"1bdrm apt located on perry st btwn 7th ave and west 4th st. 1st floor. no wifi. $100.00 nightly or $450 weekly. private bath, kitchen included. fully furnished great neighborhood! renting it weekly/nightly until i find permanent sublet. if interested, call or text jennifer @6465001261",100,greenwich village,https://newyork.craigslist.org/mnh/apa/d/new-york-1bdrm-apt-100-night-450-weekly/7702132073.html,1,1.0,['2023-12-28 20:07'],40.7339,-74.0054,0,0,POINT (-74.0054 40.7339),Manhattan,285.0
*large room for rent_close to all_markets_expressways_lirr*,- large room partially furnished for 1 person only - office work stations - dining room - kitchen - light cooker - bath - wifi included - $100 added to rent per month if air conditioner is installed - no smoking - no parties - no sleep overs - no move ins to view text/call/email licensed real estate broker - desaix backer contact jean 917 748 5004 please just text me thanks.,1275,queens,https://newyork.craigslist.org/que/apa/d/cambria-heights-large-room-for/7702131824.html,1,1.0,['2023-12-28 20:06'],40.6947,-73.7374,0,0,POINT (-73.7374 40.6947),Queens,377.0
williamsburg 1 bedroom - perfect location - no fee,gorgeous williamsburg 1 bedroom prewar building easy walk to marcy jmz trains heat & hot water included call / text to view ===347===820===8054===,3000,williamsburg,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bedroom-perfect/7702129743.html,1,1.0,['2023-12-28 19:59'],40.711082,-73.951614,1,1,POINT (-73.951614 40.711082),Brooklyn,146.0
east williamsburg - private yard - 2 bedroom - h/hw included - no fee,perfect east williamsburg 2 bedroom queen sized bedrooms private backyard heat & hot water included no fee call / text ===347==820===8054===,3200,east williamsburg,https://newyork.craigslist.org/brk/apa/d/brooklyn-east-williamsburg-private-yard/7702128697.html,2,1.0,['2023-12-28 19:54'],40.704316,-73.942645,1,1,POINT (-73.942645 40.704316),Brooklyn,140.0
"""no fee""luxe! midtown west 1bd/flex'2*city view*call bam 917.951.5062","""no fee"" luxury living in chic modern residential high-rise strategically positioned in the heart of midtown west. steps to major transportation hub, recreational spots, dining, and entertainment. limited time: * no broker fee * no fee amenities * price/concession subject to change * $1,000 reduced security deposit for qualified applicants ==================================================== apartment features: * over-size windows * tons of natural sunlight * hardwood floors * granite kitchen counters * plenty of storage space * stainless steel appliances * microwave * dishwasher * king-size bedroom w/ample closet space * wall ok * over- sized tile bathroom * private outdoor space --------------------------------------------------------------------------------------------- building features: * 24hrs conceirge / valet service * landscaped roof deck * outdoor lounge * state-of-the art fitness center * laundry facilities * bike room * live in super * atm * pet friendly ------------------------------------------------------------------------------------------- transportation: * transit: a ; c ; e - 42nd st port authority * transit: s ; 1 ; 2 ; 3 ; 7 - 42nd st 7th ave * transit: b ; d ; n ; q ; r - 42nd st 6th ave * bus: m10 ; m20 8th ave ; m42 ; m11 - 9th ave ======================================================== when you're ready to move into one of midtown west's luxury buildings, please feel free to call/text/email anytime. bambi - 917.951.5062 is here to help you find your new home.""",3995,midtown west,https://newyork.craigslist.org/mnh/apa/d/new-york-no-feeluxe-midtown-west-1bd/7702127730.html,2,1.0,['2023-12-28 19:50'],40.7597,-73.9918,1,1,POINT (-73.9918 40.7597),Manhattan,1510.0
renovated studio in prime upper east side,upper east side 80s rent stabilized! 1 free month on a 13 month lease renovated studio in prime upper east side location! cozy living room updated kitchen with stainless steel appliances and a dishwasher queen size bedroom lots of natural light hardwood floors and high ceilings.,2215,upper east side,https://newyork.craigslist.org/mnh/apa/d/new-york-renovated-studio-in-prime/7702127709.html,1,1.0,['2023-12-28 19:50'],40.780866,-73.952858,1,1,POINT (-73.952858 40.780866),Manhattan,279.0
beautiful two bedroom apartment for rent steps to little italy soho,"beautiful two bedroom apartment for rent pre-war building high ceiling bedrooms have hardwood floor living room and bathroom are in the middle great for roommates situation each room has windows and can fit full or queen size bed and dresser larger room can fit a couch too one flight walk up beautiful block full of life tons of gourmet food bars, restaurants walk to little italy soho within minutes rent stabilized lease rare find heat hot water all included no fee for immediate move in before 1/5 apartment will be non-furnished and owner will give a fresh paint",2580,chinatown / lit italy,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-two-bedroom/7702125331.html,2,1.0,['2023-12-28 19:40'],40.7255,-73.9983,1,1,POINT (-73.9983 40.7255),Manhattan,567.0
studio •laundry in building•near columbia•perfect neighborhood,"studio/ 1 bath | doorman virtual tours available, in person viewings by appointment only. apt details - 1 bath - renovated - hardwood floors - new windows custom kitchen - granite counters - stainless steel appliances - custom cabinetry - custom lighting - vented hood for cooking building details - 24 hr doorman building - parking onsite - storage onsite - new elevators - live in super - pets allowed - a and 1 train - laundry onsite - package room - community room photos are reflective of similar finishes",2450,harlem / morningside,https://newyork.craigslist.org/mnh/apa/d/studio-laundry-in-buildingnear/7702124904.html,0,1.0,['2023-12-28 19:39'],,,1,1,POINT EMPTY,,510.0
